year,category,full_name,show,won
1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,SNOW WHITE: A TALE OF TERROR,False
1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,FAYE DUNAWAY,THE TWILIGHT OF THE GODS,False
1998 - 4th Annual,LIFE ACHIEVEMENT,KIRK DOUGLAS,N/A,True
1998 - 4th Annual,MALE COMEDY SERIES,JOHN LITHGOW,3RD ROCK FROM THE SUN,True
1998 - 4th Annual,MALE COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1998 - 4th Annual,MALE COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1998 - 4th Annual,MALE COMEDY SERIES,JASON ALEXANDER,SEINFELD,False
1998 - 4th Annual,MALE COMEDY SERIES,MICHAEL RICHARDS,SEINFELD,False
1998 - 4th Annual,MALE DRAMA SERIES,ANTHONY EDWARDS,ER,True
1998 - 4th Annual,MALE DRAMA SERIES,SAM WATERSTON,LAW & ORDER,False
1998 - 4th Annual,MALE DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,False
1998 - 4th Annual,MALE DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1998 - 4th Annual,MALE DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1998 - 4th Annual,MALE LEAD ROLE,JACK NICHOLSON,AS GOOD AS IT GETS,True
1998 - 4th Annual,MALE LEAD ROLE,MATT DAMON,GOOD WILL HUNTING,False
1998 - 4th Annual,MALE LEAD ROLE,ROBERT DUVALL,THE APOSTLE,False
1998 - 4th Annual,MALE LEAD ROLE,PETER FONDA,ULEE'S GOLD,False
1998 - 4th Annual,MALE LEAD ROLE,DUSTIN HOFFMAN,WAG THE DOG,False
1998 - 4th Annual,MALE SUPPORTING ROLE,ANTHONY HOPKINS,AMISTAD,False
1998 - 4th Annual,MALE SUPPORTING ROLE,GREG KINNEAR,AS GOOD AS IT GETS,False
1998 - 4th Annual,MALE SUPPORTING ROLE,BURT REYNOLDS,BOOGIE NIGHTS,False
1998 - 4th Annual,MALE SUPPORTING ROLE,ROBIN WILLIAMS,GOOD WILL HUNTING,True
1998 - 4th Annual,MALE SUPPORTING ROLE,BILLY CONNOLLY,MRS. BROWN,False
1998 - 4th Annual,MALE TV MOVIE OR MINISERIES,GEORGE C. SCOTT,12 ANGRY MEN,False
1998 - 4th Annual,MALE TV MOVIE OR MINISERIES,JACK LEMMON,12 ANGRY MEN,False
1998 - 4th Annual,MALE TV MOVIE OR MINISERIES,VING RHAMES,DON KING: ONLY IN AMERICA,False
1998 - 4th Annual,MALE TV MOVIE OR MINISERIES,GARY SINISE,GEORGE WALLACE,True
1998 - 4th Annual,MALE TV MOVIE OR MINISERIES,SIDNEY POITIER,MANDELA AND DE KLERK,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,DAN HEDAYA,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,DIANE KEATON,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,GWEN VERDON,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,HAL SCARDINO,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,HUME CRONYN,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,LEONARDO DiCAPRIO,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,MERYL STREEP,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,ROBERT DE NIRO,MARVIN'S ROOM,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,ARMIN MUELLER-STAHL,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,GEOFFREY RUSH,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,GOOGIE WITHERS,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JOHN GIELGUD,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,LYNN REDGRAVE,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,NOAH TAYLOR,SHINE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,BILLY BOB THORNTON,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,DWIGHT YOAKAM,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,J.T. WALSH,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JAMES HAMPTON,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JOHN RITTER,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,LUCAS BLACK,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,NATALIE CANERDAY,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,ROBERT DUVALL,SLING BLADE,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,CHRISTINE BARANSKI,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,DAN FUTTERMAN,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,DIANNE WIEST,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,GENE HACKMAN,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,HANK AZARIA,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,NATHAN LANE,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,ROBIN WILLIAMS,THE BIRDCAGE,True
1997 - 3rd Annual,CAST IN A MOTION PICTURE,COLIN FIRTH,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JÜRGEN PROCHNOW,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JULIAN WADHAM,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,JULIETTE BINOCHE,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,KRISTIN SCOTT THOMAS,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,NAVEEN ANDREWS,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,RALPH FIENNES,THE ENGLISH PATIENT,False
1997 - 3rd Annual,CAST IN A MOTION PICTURE,WILLEM DAFOE,THE ENGLISH PATIENT,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,FRENCH STEWART,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JANE CURTIN,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JOHN LITHGOW,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JOSEPH GORDON-LEVITT,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,KRISTEN JOHNSTON,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,DAN BUTLER,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,ANNE RAMSAY,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JOHN PANKOW,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,LEILA KENZLE,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,PAUL REISER,MAD ABOUT YOU,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,AMANDA NAUGHTON,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,CAROLEE CARMELLO,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,CHRISTOPHER MURNEY,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,DINA SPYBEY,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,GEORGE HALL,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,HUGH O'GORMAN,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JOHN BEDFORD LLOYD,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN O'ROURKE,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,MARGARET HALL,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,MARY STOUT,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,MELINDA MULLINS,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,TOM BECKETT,REMEMBER WENN,False
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,,SEINFELD,True
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JASON ALEXANDER,SEINFELD,True
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JERRY SEINFELD,SEINFELD,True
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,SEINFELD,True
1997 - 3rd Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL RICHARDS,SEINFELD,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,ADAM ARKIN,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINE LAHTI,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,HECTOR ELIZONDO,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JAMEY SHERIDAN,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JAYNE BROOK,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,MARK HARMON,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,PETER BERG,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,ROCKY CARROLL,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,ROXANNE HART,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,THOMAS GIBSON,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,VONDIE CURTIS-HALL,CHICAGO HOPE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY EDWARDS,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,ERIQ LaSALLE,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,GEORGE CLOONEY,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,GLORIA REUBEN,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,LAURA INNES,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,NOAH WYLE,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,SHERRY STRINGFIELD,ER,True
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,BENJAMIN BRATT,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,CAREY LOWELL,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JILL HENNESSEY,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN HILL,LAW & ORDER,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,GAIL O'GRADY,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,GORDON CLAPP,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JAMES McDANIEL,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,JUSTINE MICELI,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS TURTURRO,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,SHARON LAWRENCE,NYPD BLUE,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,,THE X-FILES,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,MITCH PILEGGI,THE X-FILES,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN WILLIAMS,THE X-FILES,False
1997 - 3rd Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM B. DAVIS,THE X-FILES,False
1997 - 3rd Annual,FEMALE COMEDY SERIES,KRISTEN JOHNSTON,3RD ROCK FROM THE SUN,False
1997 - 3rd Annual,FEMALE COMEDY SERIES,CHRISTINE BARANSKI,CYBILL,False
1997 - 3rd Annual,FEMALE COMEDY SERIES,ELLEN DEGENERES,ELLEN,False
1997 - 3rd Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,False
1997 - 3rd Annual,FEMALE COMEDY SERIES,JULIA LOUIS-DREYFUS,SEINFELD,True
1997 - 3rd Annual,FEMALE DRAMA SERIES,CHRISTINE LAHTI,CHICAGO HOPE,False
1997 - 3rd Annual,FEMALE DRAMA SERIES,JANE SEYMOUR,DR. QUINN MEDICINE WOMAN,False
1997 - 3rd Annual,FEMALE DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1997 - 3rd Annual,FEMALE DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,True
1997 - 3rd Annual,FEMALE DRAMA SERIES,DELLA REESE,TOUCHED BY AN ANGEL,False
1997 - 3rd Annual,FEMALE LEAD ROLE,FRANCES McDORMAND,FARGO,True
1997 - 3rd Annual,FEMALE LEAD ROLE,DIANE KEATON,MARVIN'S ROOM,False
1997 - 3rd Annual,FEMALE LEAD ROLE,BRENDA BLETHYN,SECRETS & LIES,False
1997 - 3rd Annual,FEMALE LEAD ROLE,KRISTIN SCOTT THOMAS,THE ENGLISH PATIENT,False
1997 - 3rd Annual,FEMALE LEAD ROLE,GENA ROWLANDS,UNHOOK THE STARS,False
1997 - 3rd Annual,FEMALE SUPPORTING ROLE,RENEE ZELLWEGER,JERRY MAGUIRE,False
1997 - 3rd Annual,FEMALE SUPPORTING ROLE,GWEN VERDON,MARVIN'S ROOM,False
1997 - 3rd Annual,FEMALE SUPPORTING ROLE,JULIETTE BINOCHE,THE ENGLISH PATENT,False
1997 - 3rd Annual,FEMALE SUPPORTING ROLE,LAUREN BACALL,THE MIRROR HAS TWO FACES,True
1997 - 3rd Annual,FEMALE SUPPORTING ROLE,MARISA TOMEI,UNHOOK THE STARS,False
1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,STOCKARD CHANNING,AN UNEXPECTED FAMILY,False
1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,JENA MALONE,BASTARD OUT OF CAROLINA,False
1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,ANNE BANCROFT,THE HOMECOMING,False
1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,KATHY BATES,THE LATE SHIFT,True
1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,CICELY TYSON,THE ROAD TO GALVESTON,False
1997 - 3rd Annual,LIFE ACHIEVEMENT,ELIZABETH TAYLOR,N/A,True
1997 - 3rd Annual,MALE COMEDY SERIES,JOHN LITHGOW,3RD ROCK FROM THE SUN,True
1997 - 3rd Annual,MALE COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1997 - 3rd Annual,MALE COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1997 - 3rd Annual,MALE COMEDY SERIES,JASON ALEXANDER,SEINFELD,False
1997 - 3rd Annual,MALE COMEDY SERIES,MICHAEL RICHARDS,SEINFELD,False
1997 - 3rd Annual,MALE DRAMA SERIES,ANTHONY EDWARDS,ER,False
1997 - 3rd Annual,MALE DRAMA SERIES,GEORGE CLOONEY,ER,False
1997 - 3rd Annual,MALE DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,True
1997 - 3rd Annual,MALE DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1997 - 3rd Annual,MALE DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1997 - 3rd Annual,MALE LEAD ROLE,TOM CRUISE,JERRY MAGUIRE,False
1997 - 3rd Annual,MALE LEAD ROLE,GEOFFREY RUSH,SHINE,True
1997 - 3rd Annual,MALE LEAD ROLE,BILLY BOB THORNTON,SLING BLADE,False
1997 - 3rd Annual,MALE LEAD ROLE,RALPH FIENNES,THE ENGLISH PATIENT,False
1997 - 3rd Annual,MALE LEAD ROLE,WOODY HARRELSON,THE PEOPLE VS. LARRY FLYNT,False
1997 - 3rd Annual,MALE SUPPORTING ROLE,WILLIAM H. MACY,FARGO,False
1997 - 3rd Annual,MALE SUPPORTING ROLE,"CUBA GOODING, JR.",JERRY MAGUIRE,True
1997 - 3rd Annual,MALE SUPPORTING ROLE,NOAH TAYLOR,SHINE,False
1997 - 3rd Annual,MALE SUPPORTING ROLE,HANK AZARIA,THE BIRDCAGE,False
1997 - 3rd Annual,MALE SUPPORTING ROLE,NATHAN LANE,THE BIRDCAGE,False
1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,ARMAND ASSANTE,GOTTI,False
1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,BEAU BRIDGES,HIDDEN IN AMERICA,False
1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,ALAN RICKMAN,RASPUTIN,True
1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,RIDERS OF THE PURPLE SAGE,False
1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,ROBERT DUVALL,THE MAN WHO CAPTURED EICHMANN,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,BILL PAXTON,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ED HARRIS,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,GARY SINISE,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,KATHLEEN QUINLAN,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,KEVIN BACON,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,TOM HANKS,APOLLO 13,True
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DANNY DeVITO,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DAVID PAYMER,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DELROY LINDO,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DENNIS FARINA,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,GENE HACKMAN,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,JAMES GANDOLFINI,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,JOHN TRAVOLTA,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,RENE RUSSO,GET SHORTY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ALFRE WOODARD,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ANNE BANCROFT,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ELLEN BURSTYN,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,JEAN SIMMONS,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,KATE NELLIGAN,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,LOIS SMITH,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,MAYA ANGELOU,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,SAMANTHA MATHIS,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,WINONA RYDER,HOW TO MAKE AN AMERICAN QUILT,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ANNABETH GISH,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ANTHONY HOPKINS,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,BOB HOSKINS,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,BRIAN BEDFORD,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DAVID HYDE PIERCE,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,DAVID PAYMER,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,E.G. MARSHALL,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ED HARRIS,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ED HERRMANN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,FYVUSH FINKEL,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,J.T. WALSH,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,JAMES WOODS,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,JOAN ALLEN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,KEVIN DUNNE,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,LARRY HAGMAN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,MADELINE KAHN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,MARY STEENBURGEN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,PAUL SORVINO,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,POWERS BOOTHE,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,TONY GOLDWYN,NIXON,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,ALAN RICKMAN,SENSE AND SENSIBILITY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,EMMA THOMPSON,SENSE AND SENSIBILITY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,HUGH GRANT,SENSE AND SENSIBILITY,False
1996 - 2nd Annual,CAST IN A MOTION PICTURE,KATE WINSLET,SENSE AND SENSIBILITY,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,ALAN ROSENBERG,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,ALICIA WITT,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,CHRISTINE BARANSKI,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,CYBILL SHEPHERD,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,DEDEE PFEIFFER,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,TOM WOPAT,CYBILL,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,DAN BUTLER,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,COURTENEY COX,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,DAVID SCHWIMMER,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,JENNIFER ANISTON,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,LISA KUDROW,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,MATT Le BLANC,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW PERRY,FRIENDS,True
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,,MAD ABOUT YOU,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,ANNE RAMSAY,MAD ABOUT YOU,False
1996 - 2nd Annual,ENSEMBLE IN A COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,False
